date,region,is_date_provided,count
2021-01-01,AB,true,<20
2021-01-01,AB,false,<20
2021-01-01,BC,true,<20
2021-01-01,BC,false,<20
2021-01-01,MB,true,<20
2021-01-01,MB,false,<20
2021-01-01,NB,true,<20
2021-01-01,NB,false,<20
2021-01-01,NL,true,<20
2021-01-01,NL,false,<20
2021-01-01,NT,true,<20
2021-01-01,NT,false,<20
2021-01-01,NS,true,<20
2021-01-01,NS,false,<20
2021-01-01,NU,true,<20
2021-01-01,NU,false,<20
2021-01-01,ON,true,<20
2021-01-01,ON,false,<20
2021-01-01,PE,true,<20
2021-01-01,PE,false,<20
2021-01-01,QC,true,<20
2021-01-01,QC,false,<20
2021-01-01,SK,true,<20
2021-01-01,SK,false,<20
2021-01-01,YT,true,<20
2021-01-01,YT,false,<20
2021-01-01,NPTS,true,<20
2021-01-01,NPTS,false,<20
2021-01-02,AB,true,<20
2021-01-02,AB,false,<20
2021-01-02,BC,true,<20
2021-01-02,BC,false,<20
2021-01-02,MB,true,<20
2021-01-02,MB,false,<20
2021-01-02,NB,true,<20
2021-01-02,NB,false,<20
2021-01-02,NL,true,<20
2021-01-02,NL,false,<20
2021-01-02,NT,true,<20
2021-01-02,NT,false,<20
2021-01-02,NS,true,<20
2021-01-02,NS,false,<20
2021-01-02,NU,true,<20
2021-01-02,NU,false,<20
2021-01-02,ON,true,<20
2021-01-02,ON,false,<20
2021-01-02,PE,true,<20
2021-01-02,PE,false,<20
2021-01-02,QC,true,<20
2021-01-02,QC,false,<20
2021-01-02,SK,true,<20
2021-01-02,SK,false,<20
2021-01-02,YT,true,<20
2021-01-02,YT,false,<20
2021-01-02,NPTS,true,<20
2021-01-02,NPTS,false,<20
2021-01-03,AB,true,<20
2021-01-03,AB,false,<20
2021-01-03,BC,true,<20
2021-01-03,BC,false,<20
2021-01-03,MB,true,<20
2021-01-03,MB,false,<20
2021-01-03,NB,true,<20
2021-01-03,NB,false,<20
2021-01-03,NL,true,<20
2021-01-03,NL,false,<20
2021-01-03,NT,true,<20
2021-01-03,NT,false,<20
2021-01-03,NS,true,<20
2021-01-03,NS,false,<20
2021-01-03,NU,true,<20
2021-01-03,NU,false,<20
2021-01-03,ON,true,<20
2021-01-03,ON,false,<20
2021-01-03,PE,true,<20
2021-01-03,PE,false,<20
2021-01-03,QC,true,<20
2021-01-03,QC,false,<20
2021-01-03,SK,true,<20
2021-01-03,SK,false,<20
2021-01-03,YT,true,<20
2021-01-03,YT,false,<20
2021-01-03,NPTS,true,<20
2021-01-03,NPTS,false,<20
2021-01-04,AB,true,<20
2021-01-04,AB,false,<20
2021-01-04,BC,true,<20
2021-01-04,BC,false,<20
2021-01-04,MB,true,<20
2021-01-04,MB,false,<20
2021-01-04,NB,true,<20
2021-01-04,NB,false,<20
2021-01-04,NL,true,<20
2021-01-04,NL,false,<20
2021-01-04,NT,true,<20
2021-01-04,NT,false,<20
2021-01-04,NS,true,<20
2021-01-04,NS,false,<20
2021-01-04,NU,true,<20
2021-01-04,NU,false,<20
2021-01-04,ON,true,<20
2021-01-04,ON,false,<20
2021-01-04,PE,true,<20
2021-01-04,PE,false,<20
2021-01-04,QC,true,<20
2021-01-04,QC,false,<20
2021-01-04,SK,true,<20
2021-01-04,SK,false,<20
2021-01-04,YT,true,<20
2021-01-04,YT,false,<20
2021-01-04,NPTS,true,<20
2021-01-04,NPTS,false,<20
2021-01-05,AB,true,<20
2021-01-05,AB,false,<20
2021-01-05,BC,true,<20
2021-01-05,BC,false,<20
2021-01-05,MB,true,<20
2021-01-05,MB,false,<20
2021-01-05,NB,true,<20
2021-01-05,NB,false,<20
2021-01-05,NL,true,<20
2021-01-05,NL,false,<20
2021-01-05,NT,true,<20
2021-01-05,NT,false,<20
2021-01-05,NS,true,<20
2021-01-05,NS,false,<20
2021-01-05,NU,true,<20
2021-01-05,NU,false,<20
2021-01-05,ON,true,<20
2021-01-05,ON,false,<20
2021-01-05,PE,true,<20
2021-01-05,PE,false,<20
2021-01-05,QC,true,<20
2021-01-05,QC,false,<20
2021-01-05,SK,true,<20
2021-01-05,SK,false,<20
2021-01-05,YT,true,<20
2021-01-05,YT,false,<20
2021-01-05,NPTS,true,<20
2021-01-05,NPTS,false,<20
2021-01-06,AB,true,<20
2021-01-06,AB,false,<20
2021-01-06,BC,true,<20
2021-01-06,BC,false,<20
2021-01-06,MB,true,<20
2021-01-06,MB,false,<20
2021-01-06,NB,true,<20
2021-01-06,NB,false,<20
2021-01-06,NL,true,<20
2021-01-06,NL,false,<20
2021-01-06,NT,true,<20
2021-01-06,NT,false,<20
2021-01-06,NS,true,<20
2021-01-06,NS,false,<20
2021-01-06,NU,true,<20
2021-01-06,NU,false,<20
2021-01-06,ON,true,<20
2021-01-06,ON,false,<20
2021-01-06,PE,true,<20
2021-01-06,PE,false,<20
2021-01-06,QC,true,<20
2021-01-06,QC,false,<20
2021-01-06,SK,true,<20
2021-01-06,SK,false,<20
2021-01-06,YT,true,<20
2021-01-06,YT,false,<20
2021-01-06,NPTS,true,<20
2021-01-06,NPTS,false,<20
2021-01-07,AB,true,<20
2021-01-07,AB,false,<20
2021-01-07,BC,true,<20
2021-01-07,BC,false,<20
2021-01-07,MB,true,<20
2021-01-07,MB,false,<20
2021-01-07,NB,true,<20
2021-01-07,NB,false,<20
2021-01-07,NL,true,<20
2021-01-07,NL,false,<20
2021-01-07,NT,true,<20
2021-01-07,NT,false,<20
2021-01-07,NS,true,<20
2021-01-07,NS,false,<20
2021-01-07,NU,true,<20
2021-01-07,NU,false,<20
2021-01-07,ON,true,<20
2021-01-07,ON,false,<20
2021-01-07,PE,true,<20
2021-01-07,PE,false,<20
2021-01-07,QC,true,<20
2021-01-07,QC,false,<20
2021-01-07,SK,true,<20
2021-01-07,SK,false,<20
2021-01-07,YT,true,<20
2021-01-07,YT,false,<20
2021-01-07,NPTS,true,<20
2021-01-07,NPTS,false,<20
2021-01-08,AB,true,<20
2021-01-08,AB,false,<20
2021-01-08,BC,true,<20
2021-01-08,BC,false,<20
2021-01-08,MB,true,<20
2021-01-08,MB,false,<20
2021-01-08,NB,true,<20
2021-01-08,NB,false,<20
2021-01-08,NL,true,<20
2021-01-08,NL,false,<20
2021-01-08,NT,true,<20
2021-01-08,NT,false,<20
2021-01-08,NS,true,<20
2021-01-08,NS,false,<20
2021-01-08,NU,true,<20
2021-01-08,NU,false,<20
2021-01-08,ON,true,<20
2021-01-08,ON,false,<20
2021-01-08,PE,true,<20
2021-01-08,PE,false,<20
2021-01-08,QC,true,<20
2021-01-08,QC,false,<20
2021-01-08,SK,true,<20
2021-01-08,SK,false,<20
2021-01-08,YT,true,<20
2021-01-08,YT,false,<20
2021-01-08,NPTS,true,<20
2021-01-08,NPTS,false,<20
2021-01-09,AB,true,<20
2021-01-09,AB,false,<20
2021-01-09,BC,true,<20
2021-01-09,BC,false,<20
2021-01-09,MB,true,<20
2021-01-09,MB,false,<20
2021-01-09,NB,true,<20
2021-01-09,NB,false,<20
2021-01-09,NL,true,<20
2021-01-09,NL,false,<20
2021-01-09,NT,true,<20
2021-01-09,NT,false,<20
2021-01-09,NS,true,<20
2021-01-09,NS,false,<20
2021-01-09,NU,true,<20
2021-01-09,NU,false,<20
2021-01-09,ON,true,<20
2021-01-09,ON,false,<20
2021-01-09,PE,true,<20
2021-01-09,PE,false,<20
2021-01-09,QC,true,<20
2021-01-09,QC,false,<20
2021-01-09,SK,true,<20
2021-01-09,SK,false,<20
2021-01-09,YT,true,<20
2021-01-09,YT,false,<20
2021-01-09,NPTS,true,<20
2021-01-09,NPTS,false,<20
2021-01-10,AB,true,<20
2021-01-10,AB,false,<20
2021-01-10,BC,true,<20
2021-01-10,BC,false,<20
2021-01-10,MB,true,<20
2021-01-10,MB,false,<20
2021-01-10,NB,true,<20
2021-01-10,NB,false,<20
2021-01-10,NL,true,<20
2021-01-10,NL,false,<20
2021-01-10,NT,true,<20
2021-01-10,NT,false,<20
2021-01-10,NS,true,<20
2021-01-10,NS,false,<20
2021-01-10,NU,true,<20
2021-01-10,NU,false,<20
2021-01-10,ON,true,<20
2021-01-10,ON,false,<20
2021-01-10,PE,true,<20
2021-01-10,PE,false,<20
2021-01-10,QC,true,<20
2021-01-10,QC,false,<20
2021-01-10,SK,true,<20
2021-01-10,SK,false,<20
2021-01-10,YT,true,<20
2021-01-10,YT,false,<20
2021-01-10,NPTS,true,<20
2021-01-10,NPTS,false,<20
2021-01-11,AB,true,<20
2021-01-11,AB,false,<20
2021-01-11,BC,true,<20
2021-01-11,BC,false,<20
2021-01-11,MB,true,<20
2021-01-11,MB,false,<20
2021-01-11,NB,true,<20
2021-01-11,NB,false,<20
2021-01-11,NL,true,<20
2021-01-11,NL,false,<20
2021-01-11,NT,true,<20
2021-01-11,NT,false,<20
2021-01-11,NS,true,<20
2021-01-11,NS,false,<20
2021-01-11,NU,true,<20
2021-01-11,NU,false,<20
2021-01-11,ON,true,<20
2021-01-11,ON,false,<20
2021-01-11,PE,true,<20
2021-01-11,PE,false,<20
2021-01-11,QC,true,<20
2021-01-11,QC,false,<20
2021-01-11,SK,true,<20
2021-01-11,SK,false,<20
2021-01-11,YT,true,<20
2021-01-11,YT,false,<20
2021-01-11,NPTS,true,<20
2021-01-11,NPTS,false,<20
2021-01-12,AB,true,<20
2021-01-12,AB,false,<20
2021-01-12,BC,true,<20
2021-01-12,BC,false,<20
2021-01-12,MB,true,<20
2021-01-12,MB,false,<20
2021-01-12,NB,true,<20
2021-01-12,NB,false,<20
2021-01-12,NL,true,<20
2021-01-12,NL,false,<20
2021-01-12,NT,true,<20
2021-01-12,NT,false,<20
2021-01-12,NS,true,<20
2021-01-12,NS,false,<20
2021-01-12,NU,true,<20
2021-01-12,NU,false,<20
2021-01-12,ON,true,<20
2021-01-12,ON,false,<20
2021-01-12,PE,true,<20
2021-01-12,PE,false,<20
2021-01-12,QC,true,<20
2021-01-12,QC,false,<20
2021-01-12,SK,true,<20
2021-01-12,SK,false,<20
2021-01-12,YT,true,<20
2021-01-12,YT,false,<20
2021-01-12,NPTS,true,<20
2021-01-12,NPTS,false,<20
2021-01-13,AB,true,<20
2021-01-13,AB,false,<20
2021-01-13,BC,true,<20
2021-01-13,BC,false,<20
2021-01-13,MB,true,<20
2021-01-13,MB,false,<20
2021-01-13,NB,true,<20
2021-01-13,NB,false,<20
2021-01-13,NL,true,<20
2021-01-13,NL,false,<20
2021-01-13,NT,true,<20
2021-01-13,NT,false,<20
2021-01-13,NS,true,<20
2021-01-13,NS,false,<20
2021-01-13,NU,true,<20
2021-01-13,NU,false,<20
2021-01-13,ON,true,<20
2021-01-13,ON,false,<20
2021-01-13,PE,true,<20
2021-01-13,PE,false,<20
2021-01-13,QC,true,<20
2021-01-13,QC,false,<20
2021-01-13,SK,true,<20
2021-01-13,SK,false,<20
2021-01-13,YT,true,<20
2021-01-13,YT,false,<20
2021-01-13,NPTS,true,<20
2021-01-13,NPTS,false,<20
2021-01-14,AB,true,<20
2021-01-14,AB,false,<20
2021-01-14,BC,true,<20
2021-01-14,BC,false,<20
2021-01-14,MB,true,<20
2021-01-14,MB,false,<20
2021-01-14,NB,true,<20
2021-01-14,NB,false,<20
2021-01-14,NL,true,<20
2021-01-14,NL,false,<20
2021-01-14,NT,true,<20
2021-01-14,NT,false,<20
2021-01-14,NS,true,<20
2021-01-14,NS,false,<20
2021-01-14,NU,true,<20
2021-01-14,NU,false,<20
2021-01-14,ON,true,<20
2021-01-14,ON,false,<20
2021-01-14,PE,true,<20
2021-01-14,PE,false,<20
2021-01-14,QC,true,<20
2021-01-14,QC,false,<20
2021-01-14,SK,true,<20
2021-01-14,SK,false,<20
2021-01-14,YT,true,<20
2021-01-14,YT,false,<20
2021-01-14,NPTS,true,<20
2021-01-14,NPTS,false,<20
2021-01-15,AB,true,<20
2021-01-15,AB,false,<20
2021-01-15,BC,true,<20
2021-01-15,BC,false,<20
2021-01-15,MB,true,<20
2021-01-15,MB,false,<20
2021-01-15,NB,true,<20
2021-01-15,NB,false,<20
2021-01-15,NL,true,<20
2021-01-15,NL,false,<20
2021-01-15,NT,true,<20
2021-01-15,NT,false,<20
2021-01-15,NS,true,<20
2021-01-15,NS,false,<20
2021-01-15,NU,true,<20
2021-01-15,NU,false,<20
2021-01-15,ON,true,<20
2021-01-15,ON,false,<20
2021-01-15,PE,true,<20
2021-01-15,PE,false,<20
2021-01-15,QC,true,<20
2021-01-15,QC,false,<20
2021-01-15,SK,true,<20
2021-01-15,SK,false,<20
2021-01-15,YT,true,<20
2021-01-15,YT,false,<20
2021-01-15,NPTS,true,<20
2021-01-15,NPTS,false,<20
2021-01-16,AB,true,<20
2021-01-16,AB,false,<20
2021-01-16,BC,true,<20
2021-01-16,BC,false,<20
2021-01-16,MB,true,<20
2021-01-16,MB,false,<20
2021-01-16,NB,true,<20
2021-01-16,NB,false,<20
2021-01-16,NL,true,<20
2021-01-16,NL,false,<20
2021-01-16,NT,true,<20
2021-01-16,NT,false,<20
2021-01-16,NS,true,<20
2021-01-16,NS,false,<20
2021-01-16,NU,true,<20
2021-01-16,NU,false,<20
2021-01-16,ON,true,<20
2021-01-16,ON,false,<20
2021-01-16,PE,true,<20
2021-01-16,PE,false,<20
2021-01-16,QC,true,<20
2021-01-16,QC,false,<20
2021-01-16,SK,true,<20
2021-01-16,SK,false,<20
2021-01-16,YT,true,<20
2021-01-16,YT,false,<20
2021-01-16,NPTS,true,<20
2021-01-16,NPTS,false,<20
2021-01-17,AB,true,<20
2021-01-17,AB,false,<20
2021-01-17,BC,true,<20
2021-01-17,BC,false,<20
2021-01-17,MB,true,<20
2021-01-17,MB,false,<20
2021-01-17,NB,true,<20
2021-01-17,NB,false,<20
2021-01-17,NL,true,<20
2021-01-17,NL,false,<20
2021-01-17,NT,true,<20
2021-01-17,NT,false,<20
2021-01-17,NS,true,<20
2021-01-17,NS,false,<20
2021-01-17,NU,true,<20
2021-01-17,NU,false,<20
2021-01-17,ON,true,<20
2021-01-17,ON,false,<20
2021-01-17,PE,true,<20
2021-01-17,PE,false,<20
2021-01-17,QC,true,<20
2021-01-17,QC,false,<20
2021-01-17,SK,true,<20
2021-01-17,SK,false,<20
2021-01-17,YT,true,<20
2021-01-17,YT,false,<20
2021-01-17,NPTS,true,<20
2021-01-17,NPTS,false,<20
2021-01-18,AB,true,<20
2021-01-18,AB,false,<20
2021-01-18,BC,true,<20
2021-01-18,BC,false,<20
2021-01-18,MB,true,<20
2021-01-18,MB,false,<20
2021-01-18,NB,true,<20
2021-01-18,NB,false,<20
2021-01-18,NL,true,<20
2021-01-18,NL,false,<20
2021-01-18,NT,true,<20
2021-01-18,NT,false,<20
2021-01-18,NS,true,<20
2021-01-18,NS,false,<20
2021-01-18,NU,true,<20
2021-01-18,NU,false,<20
2021-01-18,ON,true,<20
2021-01-18,ON,false,<20
2021-01-18,PE,true,<20
2021-01-18,PE,false,<20
2021-01-18,QC,true,<20
2021-01-18,QC,false,<20
2021-01-18,SK,true,<20
2021-01-18,SK,false,<20
2021-01-18,YT,true,<20
2021-01-18,YT,false,<20
2021-01-18,NPTS,true,<20
2021-01-18,NPTS,false,<20
2021-01-19,AB,true,<20
2021-01-19,AB,false,<20
2021-01-19,BC,true,<20
2021-01-19,BC,false,<20
2021-01-19,MB,true,<20
2021-01-19,MB,false,<20
2021-01-19,NB,true,<20
2021-01-19,NB,false,<20
2021-01-19,NL,true,<20
2021-01-19,NL,false,<20
2021-01-19,NT,true,<20
2021-01-19,NT,false,<20
2021-01-19,NS,true,<20
2021-01-19,NS,false,<20
2021-01-19,NU,true,<20
2021-01-19,NU,false,<20
2021-01-19,ON,true,<20
2021-01-19,ON,false,<20
2021-01-19,PE,true,<20
2021-01-19,PE,false,<20
2021-01-19,QC,true,<20
2021-01-19,QC,false,<20
2021-01-19,SK,true,<20
2021-01-19,SK,false,<20
2021-01-19,YT,true,<20
2021-01-19,YT,false,<20
2021-01-19,NPTS,true,<20
2021-01-19,NPTS,false,<20
2021-01-20,AB,true,<20
2021-01-20,AB,false,<20
2021-01-20,BC,true,<20
2021-01-20,BC,false,<20
2021-01-20,MB,true,<20
2021-01-20,MB,false,<20
2021-01-20,NB,true,<20
2021-01-20,NB,false,<20
2021-01-20,NL,true,<20
2021-01-20,NL,false,<20
2021-01-20,NT,true,<20
2021-01-20,NT,false,<20
2021-01-20,NS,true,<20
2021-01-20,NS,false,<20
2021-01-20,NU,true,<20
2021-01-20,NU,false,<20
2021-01-20,ON,true,<20
2021-01-20,ON,false,<20
2021-01-20,PE,true,<20
2021-01-20,PE,false,<20
2021-01-20,QC,true,<20
2021-01-20,QC,false,<20
2021-01-20,SK,true,<20
2021-01-20,SK,false,<20
2021-01-20,YT,true,<20
2021-01-20,YT,false,<20
2021-01-20,NPTS,true,<20
2021-01-20,NPTS,false,<20
2021-01-21,AB,true,<20
2021-01-21,AB,false,<20
2021-01-21,BC,true,<20
2021-01-21,BC,false,<20
2021-01-21,MB,true,<20
2021-01-21,MB,false,<20
2021-01-21,NB,true,<20
2021-01-21,NB,false,<20
2021-01-21,NL,true,<20
2021-01-21,NL,false,<20
2021-01-21,NT,true,<20
2021-01-21,NT,false,<20
2021-01-21,NS,true,<20
2021-01-21,NS,false,<20
2021-01-21,NU,true,<20
2021-01-21,NU,false,<20
2021-01-21,ON,true,<20
2021-01-21,ON,false,<20
2021-01-21,PE,true,<20
2021-01-21,PE,false,<20
2021-01-21,QC,true,<20
2021-01-21,QC,false,<20
2021-01-21,SK,true,<20
2021-01-21,SK,false,<20
2021-01-21,YT,true,<20
2021-01-21,YT,false,<20
2021-01-21,NPTS,true,<20
2021-01-21,NPTS,false,<20
2021-01-22,AB,true,<20
2021-01-22,AB,false,<20
2021-01-22,BC,true,<20
2021-01-22,BC,false,<20
2021-01-22,MB,true,<20
2021-01-22,MB,false,<20
2021-01-22,NB,true,<20
2021-01-22,NB,false,<20
2021-01-22,NL,true,<20
2021-01-22,NL,false,<20
2021-01-22,NT,true,<20
2021-01-22,NT,false,<20
2021-01-22,NS,true,<20
2021-01-22,NS,false,<20
2021-01-22,NU,true,<20
2021-01-22,NU,false,<20
2021-01-22,ON,true,<20
2021-01-22,ON,false,<20
2021-01-22,PE,true,<20
2021-01-22,PE,false,<20
2021-01-22,QC,true,<20
2021-01-22,QC,false,<20
2021-01-22,SK,true,<20
2021-01-22,SK,false,<20
2021-01-22,YT,true,<20
2021-01-22,YT,false,<20
2021-01-22,NPTS,true,<20
2021-01-22,NPTS,false,<20
2021-01-23,AB,true,<20
2021-01-23,AB,false,<20
2021-01-23,BC,true,<20
2021-01-23,BC,false,<20
2021-01-23,MB,true,<20
2021-01-23,MB,false,<20
2021-01-23,NB,true,<20
2021-01-23,NB,false,<20
2021-01-23,NL,true,<20
2021-01-23,NL,false,<20
2021-01-23,NT,true,<20
2021-01-23,NT,false,<20
2021-01-23,NS,true,<20
2021-01-23,NS,false,<20
2021-01-23,NU,true,<20
2021-01-23,NU,false,<20
2021-01-23,ON,true,<20
2021-01-23,ON,false,<20
2021-01-23,PE,true,<20
2021-01-23,PE,false,<20
2021-01-23,QC,true,<20
2021-01-23,QC,false,<20
2021-01-23,SK,true,<20
2021-01-23,SK,false,<20
2021-01-23,YT,true,<20
2021-01-23,YT,false,<20
2021-01-23,NPTS,true,<20
2021-01-23,NPTS,false,<20
2021-01-24,AB,true,<20
2021-01-24,AB,false,<20
2021-01-24,BC,true,<20
2021-01-24,BC,false,<20
2021-01-24,MB,true,<20
2021-01-24,MB,false,<20
2021-01-24,NB,true,<20
2021-01-24,NB,false,<20
2021-01-24,NL,true,<20
2021-01-24,NL,false,<20
2021-01-24,NT,true,<20
2021-01-24,NT,false,<20
2021-01-24,NS,true,<20
2021-01-24,NS,false,<20
2021-01-24,NU,true,<20
2021-01-24,NU,false,<20
2021-01-24,ON,true,<20
2021-01-24,ON,false,<20
2021-01-24,PE,true,<20
2021-01-24,PE,false,<20
2021-01-24,QC,true,<20
2021-01-24,QC,false,<20
2021-01-24,SK,true,<20
2021-01-24,SK,false,<20
2021-01-24,YT,true,<20
2021-01-24,YT,false,<20
2021-01-24,NPTS,true,<20
2021-01-24,NPTS,false,<20
2021-01-25,AB,true,<20
2021-01-25,AB,false,<20
2021-01-25,BC,true,<20
2021-01-25,BC,false,<20
2021-01-25,MB,true,<20
2021-01-25,MB,false,<20
2021-01-25,NB,true,<20
2021-01-25,NB,false,<20
2021-01-25,NL,true,<20
2021-01-25,NL,false,<20
2021-01-25,NT,true,<20
2021-01-25,NT,false,<20
2021-01-25,NS,true,<20
2021-01-25,NS,false,<20
2021-01-25,NU,true,<20
2021-01-25,NU,false,<20
2021-01-25,ON,true,<20
2021-01-25,ON,false,<20
2021-01-25,PE,true,<20
2021-01-25,PE,false,<20
2021-01-25,QC,true,<20
2021-01-25,QC,false,<20
2021-01-25,SK,true,<20
2021-01-25,SK,false,<20
2021-01-25,YT,true,<20
2021-01-25,YT,false,<20
2021-01-25,NPTS,true,<20
2021-01-25,NPTS,false,<20
2021-01-26,AB,true,<20
2021-01-26,AB,false,<20
2021-01-26,BC,true,<20
2021-01-26,BC,false,<20
2021-01-26,MB,true,<20
2021-01-26,MB,false,<20
2021-01-26,NB,true,<20
2021-01-26,NB,false,<20
2021-01-26,NL,true,<20
2021-01-26,NL,false,<20
2021-01-26,NT,true,<20
2021-01-26,NT,false,<20
2021-01-26,NS,true,<20
2021-01-26,NS,false,<20
2021-01-26,NU,true,<20
2021-01-26,NU,false,<20
2021-01-26,ON,true,<20
2021-01-26,ON,false,<20
2021-01-26,PE,true,<20
2021-01-26,PE,false,<20
2021-01-26,QC,true,<20
2021-01-26,QC,false,<20
2021-01-26,SK,true,<20
2021-01-26,SK,false,<20
2021-01-26,YT,true,<20
2021-01-26,YT,false,<20
2021-01-26,NPTS,true,<20
2021-01-26,NPTS,false,<20
2021-01-27,AB,true,<20
2021-01-27,AB,false,<20
2021-01-27,BC,true,<20
2021-01-27,BC,false,<20
2021-01-27,MB,true,<20
2021-01-27,MB,false,<20
2021-01-27,NB,true,<20
2021-01-27,NB,false,<20
2021-01-27,NL,true,<20
2021-01-27,NL,false,<20
2021-01-27,NT,true,<20
2021-01-27,NT,false,<20
2021-01-27,NS,true,<20
2021-01-27,NS,false,<20
2021-01-27,NU,true,<20
2021-01-27,NU,false,<20
2021-01-27,ON,true,<20
2021-01-27,ON,false,<20
2021-01-27,PE,true,<20
2021-01-27,PE,false,<20
2021-01-27,QC,true,<20
2021-01-27,QC,false,<20
2021-01-27,SK,true,<20
2021-01-27,SK,false,<20
2021-01-27,YT,true,<20
2021-01-27,YT,false,<20
2021-01-27,NPTS,true,<20
